9.096346795558929443e-02,5.196259543299674988e-02,-3.656084090471267700e-02,3.537647798657417297e-02
8.896747231483459473e-01,7.928681373596191406e-01,7.463185191154479980e-01,1.043168306350708008e+00
-1.278755307197570801e+00,-2.875023365020751953e+00,2.314456462860107422e+00,3.052273273468017578e+00
-1.930273294448852539e+00,-2.271173954010009766e+00,3.465734958648681641e+00,-2.175872325897216797e+00
5.644181966781616211e-01,5.630487799644470215e-01,5.988715887069702148e-01,8.425631523132324219e-01
-1.029793024063110352e+00,-9.635768532752990723e-01,-1.059834480285644531e+00,-8.440875411033630371e-01
4.901440739631652832e-01,3.156881630420684814e-01,3.760638833045959473e-02,4.603940546512603760e-01
1.732876747846603394e-01,1.664115786552429199e-01,-8.274914696812629700e-03,2.543017566204071045e-01
-2.623559951782226562e+00,9.652448296546936035e-01,4.440103471279144287e-01,9.884488582611083984e-01
8.386392891407012939e-02,5.493937805294990540e-02,-9.586791694164276123e-02,2.022990584373474121e-01
3.490605950355529785e-01,4.035400748252868652e-01,4.939749240875244141e-01,4.238379597663879395e-01
2.411263734102249146e-01,1.820183694362640381e-01,2.109242677688598633e-01,3.258098661899566650e-01
7.701672613620758057e-02,8.297546207904815674e-02,7.193212211132049561e-02,2.959744036197662354e-01
-4.257013648748397827e-02,-1.153844147920608521e-01,-2.173286825418472290e-01,4.142191261053085327e-02
-4.100548624992370605e-01,-5.054156780242919922e-01,-4.271809160709381104e-01,-4.285337626934051514e-01
-6.675918698310852051e-01,-7.366682887077331543e-01,-8.625433444976806641e-01,-5.635312199592590332e-01
1.007389545440673828e+00,8.315414190292358398e-01,6.398320794105529785e-01,1.140821337699890137e+00
-1.327428072690963745e-01,-3.518201410770416260e-01,-3.506631851196289062e-01,-1.048304364085197449e-01
4.202540516853332520e-01,2.030604630708694458e-01,-4.354149103164672852e-01,7.683461904525756836e-01
-2.291720658540725708e-01,-4.179843068122863770e-01,-5.522978305816650391e-01,-3.546206355094909668e-01
7.746099233627319336e-01,6.578039526939392090e-01,6.762839555740356445e-01,8.083962202072143555e-01
2.773357331752777100e-01,2.904194593429565430e-01,2.028856724500656128e-01,3.952604234218597412e-01
4.131152853369712830e-02,8.237125724554061890e-02,-2.008320763707160950e-02,9.898435324430465698e-02
1.080577850341796875e+00,9.963013529777526855e-01,8.937581777572631836e-01,1.236346006393432617e+00
5.586550831794738770e-01,6.224803924560546875e-01,5.968549847602844238e-01,8.731167316436767578e-01
6.869248151779174805e-01,6.493192315101623535e-01,-4.326606273651123047e+00,1.222186326980590820e+00
-8.164440989494323730e-01,2.660956859588623047e+00,1.997810602188110352e+00,-3.613281488418579102e+00
-1.342294812202453613e+00,-1.389425635337829590e+00,4.208664894104003906e+00,-1.528532385826110840e+00
-1.186610102653503418e+00,-1.416291832923889160e+00,-1.242042541503906250e+00,-1.245489716529846191e+00
6.595653295516967773e-01,8.758005499839782715e-01,6.077721118927001953e-01,8.098888397216796875e-01
5.397722125053405762e-01,3.786138594150543213e-01,2.934772372245788574e-01,6.601488590240478516e-01
-2.554603099822998047e+00,2.893016576766967773e+00,-1.743514657020568848e+00,-2.526017665863037109e+00
1.547010540962219238e+00,2.408169507980346680e+00,-1.732380867004394531e+00,-2.909500837326049805e+00
1.036713004112243652e+00,8.337169885635375977e-01,7.921654582023620605e-01,1.026974439620971680e+00
-3.628411293029785156e-01,-4.734093844890594482e-01,-5.946508049964904785e-01,-1.815032809972763062e-01
3.680020868778228760e-01,4.733755588531494141e-01,3.690374195575714111e-01,5.002548098564147949e-01
-5.204413086175918579e-02,-9.044940024614334106e-02,-2.220329195261001587e-01,2.038823366165161133e-01
-1.313196659088134766e+00,-1.258848547935485840e+00,-1.232311367988586426e+00,-9.623858928680419922e-01
-3.788566887378692627e-01,-5.152281522750854492e-01,-3.856512010097503662e-01,-2.307406067848205566e-01
4.678849697113037109e+00,-1.793307781219482422e+00,-1.792589783668518066e+00,-1.711625695228576660e+00
2.702727913856506348e-01,3.482023477554321289e-01,1.183665692806243896e-01,3.347592949867248535e-01
6.187860369682312012e-01,6.275877952575683594e-01,6.421036720275878906e-01,7.904515266418457031e-01
1.332147270441055298e-01,1.566964536905288696e-01,-9.924170374870300293e-02,2.654362320899963379e-01
-5.099879577755928040e-02,-1.103416383266448975e-01,-1.658659875392913818e-01,1.407562643289566040e-01
-3.018590450286865234e+00,8.009406328201293945e-01,9.262230396270751953e-01,2.055564641952514648e+00
1.938257336616516113e+00,-1.210532426834106445e+00,3.738440275192260742e+00,-1.526788353919982910e+00
-6.400870680809020996e-01,-6.391996741294860840e-01,-9.623452425003051758e-01,-4.533851444721221924e-01
1.190525218844413757e-01,1.168709844350814819e-01,1.742739416658878326e-02,2.508208155632019043e-01
4.390638828277587891e+00,-1.204529643058776855e+00,-1.106968998908996582e+00,-1.004462003707885742e+00
-1.448482722043991089e-01,-2.401665896177291870e-01,-2.421582490205764771e-01,-2.503729164600372314e-01
